Day,Session,BehavType,ImagingFile,BehavFile,Alignment,ROI,TC,Neuropil,dff,Deconvolution,sbxpath,h5path,suite2ppath,nFrames_oneplane,datapath,roiFile,tcFile
0,1,Tuning PuretoneBef,sk144_20231221_Tuning_00002,,0,0,0,0,0,0,none,none,E:\sk144\1221_002\suite2p,10000,E:\sk144\1221_002,none,none
